"INE","ARTICULO_CAS","NOMBRE_CAS","ARTICULO_VAL","NOMBRE_VAL","CENSO","TELÉFONO","EMAIL","ALCALDE/SA","PARTIDO","WEB","PROVINCIA","COMARCA","DIRECCIÓN","CP"
"3093","","Novelda","","Novelda","25771","965602690","secretaria@novelda.es","Francisco José Martínez Alted","PSPV-PSOE","www.ayto-novelda.es","Alacant","El Vinalopó Mitjà","Plaza España, 1","03660"
"3104","","Petrer","","Petrer","33914","966989400","alcaldia@petrer.es","Irene Navarro Diaz","PSPV-PSOE","www.petrer.es","Alacant","El Vinalopó Mitjà","Plaça Baix, 1","03610"
"3105","","Pinoso","el ","Pinós","8281","966970250","ayuntamiento@pinoso.org","Lázaro Azorín Salar","PSPV-PSOE","www.pinoso.org","Alacant","El Vinalopó Mitjà","Plaza De España, 1","03650"
"3114","la ","Romana","la ","Romana","2632","965696001","laromana@aytolaromana.es","Nelson Romero Pastor","PSPV-PSOE","www.aytolaromana.es","Alacant","El Vinalopó Mitjà","Plaza De Gomez Navarro, 1","03669"
"12001","","Atzeneta del Maestrat","","Atzeneta del Maestrat","1319","964370018","info@atzenetadelmaestrat.es","Santiago Agustina Segarr","PSPV-PSOE","www.atzenetadelmaestrat.es","Castelló","L'Alcalatén","Plaça Major, 2","12132"
"12005","l'","Alcora","l'","Alcora","10526","964360002","alcora@alcora.org","Samuel Falomir Sancho","PSPV-PSOE","www.lalcora.es","Castelló","L'Alcalatén","San Francisco, 5","12110"
"12049","","Costur","","Costur","535","964388013","ajuntament@costur.es","Gerardo Nebot Nebot","PSPV-PSOE","www.costur.es","Castelló","L'Alcalatén","Plaza Mayor, 15","12119"
"12055","","Chodos","","Xodos","117","964370156","info@xodos.es; secretaria@xodos.es","Miguel Ferrer Alberich","Compromís","www.xodos.es","Castelló","L'Alcalatén","Mayor, 1","12134"
"12060","","Figueroles","","Figueroles","518","964381573","info@figueroles.es","Luis Gregori Herrando","PP","www.figueroles.es","Castelló","L'Alcalatén","Plaza De La Iglesia, 1","12122"
"12072","","Lucena del Cid","","Llucena","1369","964381573","info@figueroles.es","David Monferrer Nebot","PP","www.lucenadelcid.es","Castelló","L'Alcalatén","Plaza España, 22","12122"
"12122","","Useras","les ","Useres","985","964388609","info@lesuseres.es","Jaime Manuel Martínez Andrés","PP","www.lesuseres.es","Castelló","L'Alcalatén","Plaza del Ayuntamiento, 12","12118"
"12003","","Albocàsser","","Albocàsser","1302","964428001","info@albocasser.es","Maria Isabel Albalat Celades","PSPV-PSOE","www.albocasser.es","Castelló","L'Alt Maestrat","Plaça de l'Església, 7","12140"
"12014","","Ares del Maestrat","","Ares del Maestrat","174","964443064","info@aresdelmaestrat.es","José Luis Marqués Cerero","PSPV-PSOE","www.aresdelmaestrat.es","Castelló","L'Alt Maestrat","Plaza Iglesia, 1","12165"
"12025","","Benafigos","","Benafigos","135","964370120","info@benafigos.es","Raquel Escobar Solsona","PSPV-PSOE","www.benafigos.es","Castelló","L'Alt Maestrat","Plaza Mayor, 1","12134"
"12026","","Benassal","","Benassal","1026","964431002","secretaria@benassal.es","Èlia Garcia Colom","PSPV-PSOE","www.benassal.es","Castelló","L'Alt Maestrat","Plaza del Ayuntamiento, 1","12513"
"12042","","Catí","","Catí","724","964409081","info@cati.es","Mari Carmen Gamiz Puig","PP","www.cati.es","Castelló","L'Alt Maestrat","Mayor, 2","12513"
"12051","","Culla","","Culla","480","964446325","info@culla.es","Heredio Bellés Sales","PP","www.culla.es","Castelló","L'Alt Maestrat","Recaredo Garcia, 20","12163"
"12103","la ","Serratella","la ","Serratella","110","964708320","aedl@sarratella.es","Itziar Lafita Balaguer","PSPV-PSOE","www.sarratella.es","Castelló","L'Alt Maestrat","Plaça Major, 1","12184"
"12111","","Tírig","","Tírig","430","964418612","secretaria@tirig.es","Juan José Carreres Montull","PP","www.tirig.es","Castelló","L'Alt Maestrat","C/ Valencia, 18","12179"
"12119","la ","Torre d'En Besora","la ","Torre d'En Besora","164","964446001","ajuntament@latorredenbesora.es","David Vicente Segarra","PP","www.latorredenbesora.es","Castelló","L'Alt Maestrat","Baix la Vila, 2","12161"
"12129","","Vilafranca","","Villafranca del Cid","2148","964441004","secretaria@ajuntamentdevilafranca.es","Silvia Colom Monferrer","PSPV-PSOE","www.ajuntamentdevilafranca.es","Castelló","L'Alt Maestrat","Avda. del Llosar, 26","12150"
"12134","","Vilar de Canes","","Vilar de Canes","159","964431109","info@vilardecanes.es","Andrea Bou Ahulló","PSPV-PSOE","www.vilardecanes.es","Castelló","L'Alt Maestrat","C/ Calvari, 1","12162"
"12139","","Vistabella del Maestrat","","Vistabella del Maestrat","369","964389007","info@vistabelladelmaestrat.es","Jordi Alcon Molina","CPV- Compromís","www.vistabelladelmaestrat.es","Castelló","L'Alt Maestrat","Mayor, 13","12135"
"12013","","Arañuel","","Arañuel","165","964143156","secretaria@aranuel.es","Maria del Roser Gimeno Amorós","PSPV-PSOE","www.aranuel.es","Castelló","El Alto Mijares","San Miguel, 1-1º","12232"
"12015","","Argelita","","Argelita","156","964612139","alcaldia@argelita.es","Aitor Balfagon Bartoll","Compromís","www.argelita.es","Castelló","El Alto Mijares","Honorato Ros, 9","12230"
"12017","","Ayódar","","Ayódar","178","964618129","info@ayodar.es","Joaquín Ventura Yepes","PP","www.ayodar.es","Castelló","El Alto Mijares","Plaza Mayor, 1","12224"
"12041","","Castillo de Villamalefa","","Castillo de Villamalefa","109","964375001","info@castillodevillamalefa.es","Diego Gallen Bou","PP","www.castillodevillamalefa.es","Castelló","El Alto Mijares","Horno, 26","12123"
"12046","","Cirat","","Cirat","223","964143113","info@cirat.es","Pascual Salines Bito","PP","www.cirat.net","Castelló","El Alto Mijares","Plaza Mayor, 18","12231"
"12048","","Cortes de Arenoso","","Cortes de Arenoso","304","964383110","info@cortesdearenoso.es","Florencio Catalan Bagan","PP","www.cortesdearenoso.es","Castelló","El Alto Mijares","Mayor, 1","12127"
"12058","","Espadilla","","Espadilla","90","964619033","notificaciones@espadilla.es","Vicente Domingo Silvestre Ortells","PP","www.espadilla.es","Castelló","El Alto Mijares","Abadia, 4","12230"
"12059","","Fanzara","","Fanzara","294","964619001","info@fanzara.es","Marc Diago Feliu","PP","www.fanzara.es","Castelló","El Alto Mijares","Plaza de la Iglesia, 1","12230"
"12063","","Fuente la Reina","","Fuente la Reina","59","964145700","info@fuentelareina.es","Gonzalo Moliner Bellod","INDEPENDIENTE ","www.fuentelareina.es","Castelló","El Alto Mijares","Barcelona, 2","12428"
"12064","","Fuentes de Ayódar","","Fuentes de Ayódar","98","964618034","info@fuentesdeayodar.es","Jordi Lucena Lucas","PP","www.fuentesdeayodar.es","Castelló","El Alto Mijares","Plaza Salvador Segarra, 14","12225"
"12073","","Ludiente","","Ludiente","155","964375031","info@ludiente.es","Guillermo Manuel Llorens Sanz","PSPV-PSOE","www.ludiente.es","Castelló","El Alto Mijares","Benjamin Ballester, 3","12123"
"12078","","Montán","","Montán","399","964131002","info@montan.es","Sergio Fornas Tuzon","PP","www.montan.es","Castelló","El Alto Mijares","Plaza del Ayuntamiento, 1","12447"
"12079","","Montanejos","","Montanejos","603","964131032","secretaria@montanejos.es","Miguel Sandalinas Collado","PSPV-PSOE","www.montanejos.com","Castelló","El Alto Mijares","Plaza España, 1","12448"
"12092","","Puebla de Arenoso","","Puebla de Arenoso","169","964124601","secretaria@puebladearenoso.es","Jesús Salvador de los Ángeles","PP","www.puebladearenoso.es","Castelló","El Alto Mijares","Plaza Iglesia, 1","12428"
"12113","","Toga","","Toga","112","964612031","notificaciones@toga.es","Elias Barberan Guillamon","PP","www.toga.es","Castelló","El Alto Mijares","Plaza Ayuntamiento, 1","12230"
"12116","","Torralba del Pinar","","Torralba del Pinar","69","964618106","info@torralbadelpinar.es","Silvia Pérez Nebot","SOMOS TORRALBA DEL PINAR","www.torralbadelpinar.es","Castelló","El Alto Mijares","Horno, 13","12225"
"12118","","Torrechiva","","Torrechiva","114","964612218","notificaciones@torrechiva.es","Esteban Salas Guillamon","PP","www.torrechiva.es","Castelló","El Alto Mijares","Ronda Mijares, 17","12232"
"12123","","Vallat","","Vallat","66","964619194","info@vallat.es","Esther Gómez Pitarch","Compromís","www.vallat.es","Castelló","El Alto Mijares","Calle Alta, 7","12230"
"12130","","Villahermosa del Río","","Villahermosa del Río","488","964382613","info@villahermosadelrio.es","Luis Rubio Catalan","PP","www.villahermosadelrio.es","Castelló","El Alto Mijares","Olmos, 1","12124"
"12131","","Villamalur","","Villamalur","95","964618061","alcaldia@villamalur.es","Rosa María Gómez Sancho","Adelante Villamalur","www.villamalur.es","Castelló","El Alto Mijares","Plaza Concejo, 2","12224"
"12133","","Villanueva de Viver","","Villanueva de Viver","110","964145751","admin@villanuevadeviver.es","Reinaldo Pastor Gasco","PSPV-PSOE","www.villanuevadeviver.es","Castelló","El Alto Mijares","Plaza Ayuntamiento, 41","12428"
"12142","","Zucaina","","Zucaina","176","964375051","info@zucaina.es","Ana Julian Benages","PP","www.zucaina.es","Castelló","El Alto Mijares","Plaza Iglesia, 1","12125"
"12008","","Algimia de Almonacid","","Algimia de Almonacid","249","964139031","alcaldia@algimiadealmonacid.es","Jaime Santiago Pertegaz Tortajada","PP","www.algimiadealmonacid.com","Castelló","El Alto Palancia","Plaza Ayuntamiento, 1","12414"
"12010","","Almedíjar","","Almedíjar","280","964137018","info@almedijar.es","José Esteban Villanova Pérez","PSPV-PSOE","www.almedijar.es","Castelló","El Alto Palancia","Plaza Del Ayuntamiento, 1","12413"
"12012","","Altura","","Altura","3695","964146384","info@altura.es","Rocio Ibañez Candelera","PSPV-PSOE","www.altura.es","Castelló","El Alto Palancia","San Vicente, 2","12410"
"12018","","Azuébar","","Azuébar","336","964650006","info@azuebar.es","Jéssica Miravete Bernat","PP","www.azuebar.es","Castelló","El Alto Palancia","Diputación, 5","12490"
"12020","","Barracas","","Barracas","198","964121001","info@barracas.es","Antonio Salvador Corell","PP","www.barracas.es","Castelló","El Alto Palancia","Valencia, 46","12420"
"12022","","Bejís","","Bejís","409","964120161","info@bejis.es","Josefa Madrid Martinez","PSPV-PSOE","www.bejis.es","Castelló","El Alto Palancia","Virgen De Loreto, 2","12430"
"12024","","Benafer","","Benafer","164","964764111","info@benafer.es","Sara Navarro Gomez","PSPV-PSOE","www.benfafer.es","Castelló","El Alto Palancia","Plaza Nueva, 1","12449"
"12039","","Castellnovo","","Castellnovo","888","964137305","info@castellnovo.es","Antonio López Gil","PSPV-PSOE","www.castellnovo.es","Castelló","El Alto Palancia","Plaza Ayuntamiento, 2","12413"
"12043","","Caudiel","","Caudiel","716","964144049","info@caudiel.es","Antonio Martínez Fernández","PP","www.caudiel.es","Castelló","El Alto Palancia","Plaza De España, 1","12440"
"12056","","Chóvar","","Chóvar","310","964651024","info@chovar.es","Lorena Bonifas Blanco","PP","www.chovar.es","Castelló","El Alto Palancia","Plaza Iglesia, 1","12499"
"12065","","Gaibiel","","Gaibiel","197","964142425","info@gaibiel.es","Ester Giralte Santafe","PP","www.gaibiel.es","Castelló","El Alto Palancia","Mayor, 2","12415"
"12067","","Geldo","","Geldo","650","964711209","ayto@geldo.es","David Quiles Cucarella","PSPV-PSOE","www.geldo.es","Castelló","El Alto Palancia","Plaza Don Antonio Ferriz Diaz, 4","12412"
"12069","","Higueras","","Higueras","50","964145509","info@higueras.es","Mercedes Gimenez Gimeno","PP","www.higueras.es","Castelló","El Alto Palancia","Plaza dela Iglesia, 2","12449"
"12071","","Jérica","","Jérica","1794","964129177","ayuntamiento@jerica.es","Jorge Peiró Ripoll","PP","www.jerica.es","Castelló","El Alto Palancia","Historiador Vayo, 19","12450"
"12076","","Matet","","Matet","84","964142537","info@matet.es","Rosa Maria Guillermo Tortajada","PP","www.matet.es","Castelló","El Alto Palancia","San Miguel, 16","12415"
"12081","","Navajas","","Navajas","840","964710801","ayuntamiento@navajas.es","Roberto Torres Miralles","Alternativa por Navajas","www.navajas.es","Castelló","El Alto Palancia","Valencia, 7","12470"
"12088","","Pavías","","Pavías","74","964145542","info@pavias.es","Maria Carmen Vives Perez","PP","www.pavias.es","Castelló","El Alto Palancia","Mayor, 16","12449"
"12090","","Pina de Montalgrao","","Pina de Montalgrao","119","964121031","info@pinademontalgrao.es","Maria Ángeles Murria Belmonte","PP","www.pinademontalgrao.es","Castelló","El Alto Palancia","Plaza Mayor, 1","12429"
"12097","","Sacañet","","Sacañet","86","964120088","info@sacanet.es","Roberto Gil Lozano","PP","www.sacanet.es","Castelló","El Alto Palancia","Plaza Ayuntamiento, 1","12469"
"12104","","Segorbe","","Segorbe","9425","964132020","alcaldia@segorbe.es","Mª Carmen Climent García","PP","www.segorbe.es","Castelló","El Alto Palancia","Plaza del Agua Limpia, 2","12400"
"12106","","Soneja","","Soneja","1508","964135004","ayuntamiento@soneja.es","Benjamín Escriche Rivas","PSPV-PSOE","www.soneja.es","Castelló","El Alto Palancia","Plaza Mesón, 1","12480"
"12107","","Sot de Ferrer","","Sot de Ferrer","474","964135127","ayuntamiento@sotdeferrer.es","Ramon Martinez Peiro","PSPV-PSOE","www.soldeferrer.es","Castelló","El Alto Palancia","Plaza España, 1","12489"
"12110","","Teresa","","Teresa","250","964141192","info@teresa.es","Juan Ernesto Pérez Calatayud","PSPV-PSOE","www.ayuntamientodeteresa.es","Castelló","El Alto Palancia","Manolo Montoliu, 2","12469"
"12114","","Torás","","Torás","256","964120238","alcaldia@toras.es","Carlos Leoncio del Río Díaz","PP","www.toras.org","Castelló","El Alto Palancia","Plaza Iglesia, 1","12431"
"12115","el ","Toro","el ","Toro","248","964123001","info@eltoro.es; notificaciones@eltoro.es","Jose Arenes Vicente","PP","www.eltoro.es","Castelló","El Alto Palancia","Plaza Iglesia, S/N","12429"
"12125","","Vall de Almonacid","","Vall de Almonacid","286","964139004","info@valldealmonacid.es","Antonio José Cases Mollar","PP","www.valldealmonacid.es","Castelló","El Alto Palancia","Plaza Iglesia, 1","12414"
"12140","","Viver","","Viver","1683","964141006","ayuntamiento@viver.es","Vicente Ferrer Ripolles","PSPV-PSOE","www.viver.es","Castelló","El Alto Palancia","Plaza Major, 1","12460"
"12004","","Alcalà de Xivert","","Alcalà de Xivert","7160","964410301","info@alcaladexivert.es","Francisco Juan Mars","PP","www.alcaladexivert.es","Castelló","El Baix Maestrat","Purisima, 23","12570"
"12027","","Benicarló","","Benicarló","28681","964470050","correu.alcaldia@ajuntamentdebenicarlo.org","Juan Manuel Cerdá Tena","PP","www.ajuntamentdebenicarlo.org","Castelló","El Baix Maestrat","Passeig Ferreres Breto, 10","12580"
"12034","","Càlig","","Càlig","2013","964492001","info@calig.es","Ernestina Borràs Bayarri","PSPV-PSOE","www.ajuntamentdecalig.org","Castelló","El Baix Maestrat","Plaça Nova, 1","12589"
"12036","","Canet lo Roig","","Canet lo Roig","685","964494241","ayuntamiento@canetloroig.es","Maria de los Angeles Pallares Cifre","PP","www.canetloroig.es","Castelló","El Baix Maestrat","Plaza España, 8","12350"
"12037","","Castell de Cabres","","Castell de Cabres","19","977729015","info@castelldecabres.es","Maria José Tena Gasulla","PSPV-PSOE","www.castelldecabres.es","Castelló","El Baix Maestrat","La Sala, 1","12319"
"12044","","Cervera del Maestre","","Cervera del Maestre","656","964498001","ajuntament@cerveradelmaestre.es","Adolfo Sanmartin Besalduch","PSPV-PSOE","www.cerveradelmaestre.es","Castelló","El Baix Maestrat","Mártires, 1","12578"
"12052","","Xert","","Xert","686","964490001","ajuntament@xert.es","Susana Sanz Ferreres","PP","www.xert.es","Castelló","El Baix Maestrat","San Vicente, 32","12360"
"12070","la ","Jana","la ","Jana","678","964497049","info@lajana.es","Cesar Simó Vallés","PP","www.lajana.es","Castelló","El Baix Maestrat","Pza. Major, 1","12340"
"12089","","Peñíscola","","Peníscola","8449","964480050","sac@peniscola.org","Andres Martinez Castella","PP","www.peniscola.org","Castelló","El Baix Maestrat","Plaza Del Ayuntamiento, 1","12598"
"12093","la ","Pobla de Benifassà","la ","Pobla de Benifassà","235","977729051","info@lapobladebenifassa.es; secretaria@lapobladebenifassa.es","David Gil Ventaja","PP","www.lapobladebenifassa.es","Castelló","El Baix Maestrat","Mayor, 31","12599"
"12096","","Rossell","","Rossell","891","977571202","aj.rossell@gmail.com","Evaristo Martí Vilaró","PSPV-PSOE","www.rossell.es","Castelló","El Baix Maestrat","Maestra Saiz, 31","12511"
"12098","la ","Salzadella","la ","Salzadella","660","964419282","info@lasalzadella.es; secretaria@lasalzadella.es","Cristobal Segarra Fabregat","PP","lasalzadella.es","Castelló","El Baix Maestrat","Mayor, 5","12186"
"12099","","San Jorge","","Sant Jordi","1249","964499001","ayuntamiento@santjordi.es","Iván Sánchez Cifre","PP","www.santjordi.es","Castelló","El Baix Maestrat","Plaza Mayor, 1","12320"
"12100","","Sant Mateu","","Sant Mateu","1987","964416171","secretaria@santmateu.com","Ana María Besalduch Besalduch","PSPV-PSOE","www.santmateu.com","Castelló","El Baix Maestrat","Historiador Beti, 6","12170"
"12101","","San Rafael del Río","","San Rafael del Río","494","977713703","info@sanrafaeldelrio.es","Jose Domingo Giner Beltran","PP","www.sanrafaeldelrio.es","Castelló","El Baix Maestrat","Vinaroz, 24","12510"
"12102","","Santa Magdalena de Pulpis","","Santa Magdalena de Pulpis","784","964415070","info@santamagdalenadepulpis.es","Sergio Bou Ayza","PSPV-PSOE","www.santamagdalena.es","Castelló","El Baix Maestrat","Plaza España, 9","12597"
"12121","","Traiguera","","Traiguera","1336","964495125","secretaria@traiguera.es","Javier Ferrer Bort","PSPV-PSOE","www.traiguera.es","Castelló","El Baix Maestrat","Mayor, 17","12330"
"12138","","Vinaròs","","Vinaròs","29686","964407700","info@vinaros.es","Maria Dolores Miralles Mir","PVI","www.vinaros.es","Castelló","El Baix Maestrat","Plaza Parroquial, 12","12500"
"12009","","Almazora","","Almassora","27989","964560001","gabinet@almassora.es","María Tormo Casañ","PP","www.almassora.com","Castelló","La Plana Alta","Plaza Pere Cornell, 1","12550"
"12028","","Benicasim","","Benicàssim","19951","964300962","alcaldia@benicassim.org","Susana Marqués Escoín","PP","www.benicassim.org","Castelló","La Plana Alta","Médico Segarra, 4","12560"
"12029","","Benlloc","","Benlloc","1108","964339001","info@benlloch.es","Ángel Ribes Bellés","PSPV-PSOE","www.benlloch.es","Castelló","La Plana Alta","Mestre Ortega, 4","12181"
"12031","","Borriol","","Borriol","5865","964321461","alcaldia@borriol.es","Héctor Ramos Portoles","Compromís","www.borriol.es","Castelló","La Plana Alta","Plaça La Font, 17","12190"
"12033","","Cabanes","","Cabanes","3222","964331001","cabanes@cabanes.es","David Casanova Artero","UNITS PEL POBLE. COMPROMIS","www.cabanes.es","Castelló","La Plana Alta","Plaza Iglesia, 5","12180"
"12040","","Castelló de la Plana","","Castelló de la Plana","176238","964355100","actas@castello.es; info@castello.es","Begoña Carrasco Garcia","PP","www.castello.es","Castelló","La Plana Alta","Plaza Mayor, 1","12001"
"12050","les ","Coves de Vinromà","les ","Coves de Vinromà","1831","964426009","secretaria@lescovesdevinroma.es","Irma Povedano Salvador","PSPV-PSOE","www.lescovesdevinroma.es","Castelló","La Plana Alta","Pl. Espanya, 19","12185"
"12085","","Oropesa del Mar","","Orpesa","10958","964310100","jlsilvente@oropesadelmar.es","Araceli de Moya Sancho","CIUDADANOS","www.oropesadelmar.es","Castelló","La Plana Alta","Calle Doña Laura de Cervellón, 5A","12594"
"12094","la ","Pobla de Tornesa","la ","Pobla de Tornesa","1309","964338150","info@lapoblatornesa.es","Mario Conejos Selma","PSPV-PSOE","www.lapoblatornesa.es","Castelló","La Plana Alta","Plaça de l'Ajuntament, 1","12191"
"12105","","Sierra Engarcerán","","Sierra Engarcerán","1045","964706601","info@sierraengarceran.es","Juan Carlos Mateu Castell","PP","www.sierraengarceran.es","Castelló","La Plana Alta","Obispo Beltran, 2","12182"
"12117","","Torreblanca","","Torreblanca","5630","964420411","ayuntamiento@torreblanca.es","Tania Agut Mas","PP","www.torreblanca.es","Castelló","La Plana Alta","Sant Antoni, 11-13","12596"
"12120","la ","Torre d'en Doménec","la ","Torre d'en Doménec","175","964707096","info@latorredendomenec.es; secretaria@latorredendomenec.es","Manuel Roig Segarra","PP","www.latorredendomenec.es","Castelló","La Plana Alta","Plaça de l'Ajuntament, 1","12184"
"12124","","Vall d'Alba","","Vall d'Alba","3054","964320001","info@valldalba.es","Marta Barrachina Mateu","PP","www.valldalba.es","Castelló","La Plana Alta","Plaça Major, 1","12194"
"12132","","Vilanova d'Alcolea","","Vilanova d'Alcolea","575","964707032","secretaria@vilanovadalcolea.es","Francisco José Oller Capdevila","Agrupació Vilanovina Independent","www.vilanovadalcolea.es","Castelló","La Plana Alta","Major, 2","12183"
"12902","","Sant Joan de Moró","","Sant Joan de Moró","3516","964701100","info@santjoandemoro.es","Vicente Pallarés Renau","PP","www.santjoandemoro.es","Castelló","La Plana Alta","Plaça De L'Ajuntament, S/N","12130"
"12002","","Aín","","Aín","130","964629040","info@ajuntamentdain.es","Ainhoa Buigues Mondragón","Compromís","www.ajuntamentdain.es","Castelló","La Plana Baixa","Plaza José Sorribes Fuster, 1","12222"
"12006","","Alcudia de Veo","","Alcudia de Veo","203","964629056","secretaria@alcudiadeveo.es","Mariano Molina Palanques","PSPV-PSOE","www.alcudiadeveo.es","Castelló","La Plana Baixa","Calle La Fuente, 7","12222"
"12007","","Alfondeguilla","","Alfondeguilla","873","964661998","ajuntament@alfondeguilla.es","Salvador Ventura Berenguer","PP","www.alfondeguilla.es","Castelló","La Plana Baixa","Plaça Ajuntament, 4","12609"
"12011","","Almenara","","Almenara","6591","962624801","registro@almenara.es","Estíbaliz Pérez Navarro","PSPV-PSOE","www.almenara.es","Castelló","La Plana Baixa","Casablanca, 56","12590"
"12016","","Artana","","Artana","1980","964611011","alcaldia@artana.es","Enrique Vilar Villalba","PP","www.artana.es","Castelló","La Plana Baixa","Plaça de l'Ajuntament, 1","12527"
"12021","","Betxí","","Betxí","5580","964620002","registregeneral@betxi.es","Carla Nebot Nebot","Compromís","www.betxi.es","Castelló","La Plana Baixa","Plaza Mayor, 1","12549"
"12032","","Burriana","","Borriana","35750","964510062","info@burriana.es","Jorge Monferrer Daudí","PP","www.burriana.es","Castelló","La Plana Baixa","Plaza Mayor, 1","12530"
"12053","","Xilxes","","Chilches","2981","964590002","ajuntament@xilxes.es","Ismael Minguet Teresa","PP","xilxes.es","Castelló","La Plana Baixa","Plaza de España, 5","12592"
"12057","","Eslida","","Eslida","758","964628000","info@eslida.es","Lucía Doñate Sorribes","PSPV-PSOE","www.eslida.es","Castelló","La Plana Baixa","Plaza del Ayuntamiento, 1","12528"
"12074","la ","Llosa","la ","Llosa","1003","962610542","ayuntamiento@lallosa.es","Joaquín José Llopis Casals","PP","www.lallosa.es","Castelló","La Plana Baixa","Plaza España, 14","12591"
"12077","","Moncofa","","Moncofa","7747","964580421","alcaldia@moncofa.com","Wenceslao Alós Valls","PP","www.moncofa.com","Castelló","La Plana Baixa","Plaza Constitucion, 1","12593"
"12082","","Nules","","Nules","13827","964670001","atpub@nules.es","David García Pérez","CeN","www.nules.es","Castelló","La Plana Baixa","Plaza Mayor, S/N","12520"
"12084","","Onda","","Onda","25547","964600050","secretaria@onda.es","Carmen Ballester Feliu","PP","www.onda.es","Castelló","La Plana Baixa","El Pla, 1","12200"
"12095","","Ribesalbes","","Ribesalbes","1135","964625001","info@ribesalbes.es","Jose Medina Lozano","PP","www.ribesalbes.es","Castelló","La Plana Baixa","Plaza Nueva, 1","12210"
"12108","","Sueras","","Suera","572","964617033","info@suera.es; administrativa@suera.es","Jose Pascual Martí García","PSPV-PSOE","www.suera.es","Castelló","La Plana Baixa","Mayor, 1","12223"
"12109","","Tales","","Tales","852","964613008","info@tales.es","Vicente Juan Prades Ramos","PSPV-PSOE","www.tales.es","Castelló","La Plana Baixa","Carrer Constitucio, 1","12221"
"12126","la ","Vall d'Uixó","la ","Vall d'Uixó","31611","964690184","cfores@lavallduixo.es;info@lavallduixo.es","Tania Baños Martos","PSPV-PSOE","www.lavallduixo.es","Castelló","La Plana Baixa","Plaza Del Centro, 1","12600"
"12135","","Vila-real","","Vila-real","51852","964547000","alcaldia@vila-real.es","Jose Benlloch Fernández","PSPV-PSOE","www.vila-real.es","Castelló","La Plana Baixa","Plaza Mayor, s/n.","12540"
"12136","la ","Vilavella","la ","Vilavella","3074","964677448","info@lavilavella.com","Mª. Carmen Navarro Roig","INDEPENDENTS PER LA VILAVELLA","www.lavilavella.es","Castelló","La Plana Baixa","Plaça de La Vila, 1","12526"
"12901","","Alquerías del Niño Perdido","les ","Alqueries","4539","964592000","ayuntamiento@lesalqueries.es","Antonio Gil Monsonis","PP","www.lesalqueries.org","Castelló","La Plana Baixa","Plaza Mayor, 1","12539"
"12038","","Castellfort","","Castellfort","188","964445781","info@castellfort.es","Juan Manuel Segura Prades","PP","www.castellfort.es","Castelló","Els Ports","Plaza Ayuntamiento, 1","12159"
"12045","","Cinctorres","","Cinctorres","427","964181001","info@cinctorres.es","Mireia Mestre Membrado","Agrupació per Cinctorres - Independents","www.cinctorres.es","Castelló","Els Ports","La Plaza, 6","12318"
"12061","","Forcall","","Forcall","473","964171001","notificaciones@forcall.es","Santiago Perez Peñarroya","PSPV-PSOE","www.forcall.es","Castelló","Els Ports","Sant Miquel, 6","12310"
"12068","","Herbers","","Herbers","62","978856602","info@ajuntamentdherbers.es","Daniel Pallarés Llop","AGRUPACIÓ D'ELECTORS D'HERBERS","www.herbes.es","Castelló","Els Ports","Horno, 27","12317"
"12075","la ","Mata","la ","Mata","179","964180001","info@ajuntamentdelamata.es","Jorge Royo Folch","La Mata en Moviment - independents","www.lamata.es","Castelló","Els Ports","Iglesia, 7","12312"
"12080","","Morella","","Morella","2492","964160034","ajuntament@morella.net","Bernabé Sangüesa Antolí","Independents per Morella","www.morella.net","Castelló","Els Ports","Segura Barreda, 28","12300"
"12083","","Olocau del Rey","","Olocau del Rey","126","964178417","info@olocaudelrey.es","Sergio Guillén Rico","PSPV-PSOE","www.olocaudelrey.es","Castelló","Els Ports","Plaza Constitucion, 1","12312"
"12087","","Palanques","","Palanques","36","964171306","info@palanques.es","Lucia Martí Adell","PP","www.palanques.es","Castelló","Els Ports","Plaza Ayuntamiento, 1","12311"
"12091","","Portell de Morella","","Portell de Morella","166","964178779","info@portelldemorella.es","Álvaro Ferrer Ferrer","PP","www.portelldemorella.es","Castelló","Els Ports","Major, 8","12318"
"12112","","Todolella","","Todolella","144","964171178","info@todolella.es","Javier Querol Guardiola","Unidos Por Todolella","www.todolella.es","Castelló","Els Ports","Plaza Mayor, 1","12312"
"12127","","Vallibona","","Vallibona","62","964172020","ajuntamentvallibona@gmail.com","Juan José Palomo Ferrer","PSPV-PSOE","www.vallibona.es","Castelló","Els Ports","Travesia Horno, 1","12315"
"12128","","Vilafamés","","Vilafamés","1915","964329001","info@vilafames.es","Ana Andrada Forés","Compromís","www.vilafames.es","Castelló","Els Ports","Pl. Ajuntament, 1","12192"
"12137","","Villores","","Villores","54","964171085","alcaldia@villores.es; info@villores.es","Ivan Guimerà Edo","Viu Villores","www.villores.es","Castelló","Els Ports","Plaça de la Vila, 1","12311"
"12141","","Zorita del Maestrazgo","","Zorita del Maestrazgo","117","964177070","info@zoritadelmaestrazgo.es","Pedro Pablo Milian Ferrer","PP","www.zoritadelmaestrazgo.es","Castelló","Els Ports","Plaza, 16","12311"
"46010","","Albalat dels Tarongers","","Albalat dels Tarongers","1428","962628201","secretaria@albalatdelstarongers.net","Maria Dolores Asensi Ferrús","PP","www.albalatdelstarongers.net","València","El Camp de Morvedre","Plaça Pla del Molí, 1","46591"
